,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,KernelShap,Occlusion,Rise
RRA,0.310090305071552,0.3636019788462122,0.2691891248926746,0.19234889464615684,0.22328271185703086,0.35115449730134607,0.24659548497157224,0.250389008814413,0.24731684595654338,0.2138002327810518,0.15808375314554696,0.2621072545312582,0.3532660748854898
soft_PR_abs,0.24027365446090698,0.31147414445877075,0.2139904499053955,0.18177969753742218,0.2108810991048813,0.3114752769470215,0.23112350702285767,0.21536053717136383,0.2580222487449646,0.19987186789512634,0.1576324999332428,0.2041320502758026,0.16243529319763184
soft_RE_abs,0.3454507467200939,0.32718360659015566,0.07581259927306648,0.09912103985209968,0.03275225750519383,0.04586175554408754,0.034745936511097274,0.04919844175229133,0.006349440889300904,0.009216699997179601,0.10182350087878592,0.07921405473720194,0.8962753556116662
soft_F1_abs,0.22996732987410917,0.24536641967883285,0.09194215038818836,0.10113149208300097,0.04643183543150611,0.06858182235140182,0.05043221455104071,0.0672334181579461,0.011795886577854978,0.016196851182425604,0.08528925340398552,0.08797536869714993,0.24610752216642867
soft_PR_pos,0.24027365446090698,0.31147414445877075,0.2139904499053955,0.18206606805324554,0.21061846613883972,0.30889078974723816,0.23413267731666565,0.21535968780517578,0.2580222487449646,0.19987186789512634,0.15788686275482178,0.22659456729888916,0.16243529319763184
soft_RE_pos,0.3454507467200939,0.32718360659015566,0.07581259927306648,0.04404892435248568,0.01670419491294003,0.022893668441208645,0.01827474620785974,0.024491039073717052,0.006349440889300904,0.009216699997179601,0.05634909159101384,0.048822972472068744,0.8962753556116662
soft_F1_pos,0.22996732987410917,0.24536641967883285,0.09194215038818836,0.05729704033062921,0.02565087565614681,0.03782028992103792,0.02904754272730058,0.03830318227952392,0.011795886577854978,0.016196851182425604,0.059050670711580454,0.06459072180032609,0.24610752216642867
soft_PR_neg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.028985507246376812,1.0
soft_RE_neg,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
soft_F1_neg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.028985507246376812,1.0
_soft_PR_abs,0.24027365446090698,0.31147414445877075,0.2139904499053955,0.18177969753742218,0.2108810991048813,0.3114752769470215,0.23112350702285767,0.21536053717136383,0.2580222487449646,0.19987186789512634,0.1576324999332428,0.2041320502758026,0.16243529319763184
_soft_RE_abs,0.3454507887363434,0.3271836042404175,0.07581259310245514,0.09912104159593582,0.032752253115177155,0.045861758291721344,0.03474593907594681,0.0491984486579895,0.006349440664052963,0.009216698817908764,0.10182350128889084,0.07921406626701355,0.8962753415107727
_soft_F1_abs,0.22996734082698822,0.24536646902561188,0.09194215387105942,0.10113148391246796,0.04643184691667557,0.06858184188604355,0.0504322275519371,0.06723339855670929,0.011795886792242527,0.016196852549910545,0.08528925478458405,0.08797536790370941,0.2461075484752655
_soft_PR_pos,0.24027365446090698,0.31147414445877075,0.2139904499053955,0.18206606805324554,0.21061846613883972,0.30889078974723816,0.23413267731666565,0.21535968780517578,0.2580222487449646,0.19987186789512634,0.15788686275482178,0.22659456729888916,0.16243529319763184
_soft_RE_pos,0.3454507887363434,0.3271836042404175,0.07581259310245514,0.04404892399907112,0.016704196110367775,0.022893663495779037,0.01827474869787693,0.024491041898727417,0.006349440664052963,0.009216698817908764,0.05634908378124237,0.048822976648807526,0.8962753415107727
_soft_F1_pos,0.22996734082698822,0.24536646902561188,0.09194215387105942,0.05729703977704048,0.0256508756428957,0.03782028704881668,0.029047545045614243,0.0383031852543354,0.011795886792242527,0.016196852549910545,0.059050656855106354,0.06459072977304459,0.2461075484752655
_soft_PR_neg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.028985507246376812,1.0
_soft_RE_neg,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
_soft_F1_neg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.028985507246376812,1.0
Atten_C,0.24027365446090698,0.31147414445877075,0.2139904499053955,0.18177969753742218,0.2108810991048813,0.3114752769470215,0.23112350702285767,0.21536053717136383,0.2580222487449646,0.19987186789512634,0.1576324999332428,0.2041320502758026,0.16243529319763184
Atten_NC,0.759726345539093,0.6885258555412292,0.7860095500946045,0.8182202577590942,0.7891188859939575,0.6885247826576233,0.7688765525817871,0.7846394181251526,0.7419779300689697,0.8001280426979065,0.8423674702644348,0.7958680391311646,0.8375647664070129
cpa!=,0.24027361506523762,0.3114741507898514,0.21399043506904852,0.18177970552938424,0.21088106246584526,0.31147527726880286,0.23112349642221605,0.2153605437660166,0.25802221332783043,0.19987187165552356,0.15763249220995887,0.20413205855176547,0.16243534478666236
cpl!=,0.3454507367045752,0.32718360461716534,0.07581259856841562,0.09912102966089562,0.03275226408357684,0.045861759139484336,0.03474593141653208,0.04919842973854364,0.006349441715024663,0.009216703479695942,0.10182350737485599,0.07921404847839814,0.8962753551114266
cor!=,0.29286217588490643,0.3193288777035084,0.14490151681873206,0.14045036759513993,0.12181666327471105,0.1786685182041436,0.13293471391937406,0.13227948675228013,0.13218582752142755,0.10454428756760975,0.12972799979240743,0.1416730535150818,0.5293553499490445
cpa>,0.24027361506523762,0.3114741507898514,0.21399043506904852,0.18206606270624984,0.2106184954636165,0.30889072702912834,0.23413269454594618,0.2153596840878697,0.25802221332783043,0.19987187165552356,0.15788684962254196,0.2265945739395523,0.16243534478666236
cpl>,0.3454507367045752,0.32718360461716534,0.07581259856841562,0.04404892035896387,0.016704192447634183,0.022893673799891,0.018274747968845338,0.0244910327600361,0.006349441715024663,0.009216703479695942,0.05634909190495087,0.04882296964467768,0.8962753551114266
cor>,0.29286217588490643,0.3193288777035084,0.14490151681873206,0.11305749153260686,0.11366134395562534,0.16589220041450967,0.12620372125739576,0.11992535842395291,0.13218582752142755,0.10454428756760975,0.1071179707637464,0.137708771792115,0.5293553499490445
cpa<,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.028985507246376812,1.0
cpl<,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cor<,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5144927536231884,1.0
cor_nosign,0.29286217588490643,0.3193288777035084,0.14490151681873206,0.14045036759513993,0.12181666327471105,0.1786685182041436,0.13293471391937406,0.13227948675228013,0.13218582752142755,0.10454428756760975,0.12972799979240743,0.1416730535150818,0.5293553499490445
cor_sign,0.6464310879424532,0.6596644388517542,0.572450758409366,0.3065287457663034,0.30683067197781266,0.33294610020725485,0.3131018606286979,0.30996267921197646,0.5660929137607138,0.5522721437838048,0.3035589853818732,0.32610076270765165,0.7646776749745223
Time,53.36148842521336,48.05672341498776,56.32076747175576,62.37461947012639,12.447132580522178,65.00723050988239,617.6208620486052,604.2063478110493,607.6244996941608,612.6862470654473,13258.518042771713,64446.36657618094,46562.98722391543
