,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,KernelShap,Occlusion,Rise
EBPG,0.16102237977843353,0.17927003943401834,0.15577371569647305,0.43511390686035156,0.4643806512804999,0.43683121169822803,0.48701313958651776,0.44180344844209973,0.4865570344786713,0.4916640295498613,0.1558946526568869,0.1718030459638955,0.15652006950931271
RRA,0.4277471183002859,1.3013404348622197,0.43849323106848676,1.2843470642532127,1.2586116790771484,1.1878704679185066,1.2597277544546819,1.277101212653561,1.2616454691126726,1.1529576951178953,0.48639463341754413,0.43607103651848395,0.31918028126592224
soft_PR_abs,0.15686560368192368,0.160469525102256,0.15389055445574332,0.4848535510076993,0.4624007404714391,0.4454937534055848,0.49128739730171533,0.4953612451967986,0.4893593166185462,0.45070095338683197,0.15653734621794327,0.1567273900128793,0.15401494675788327
soft_RE_abs,0.22194005440974582,0.20551335984382077,0.20049965899923575,0.5607328553130662,0.5576748778854591,0.5557053331015767,0.5651522373807603,0.5505672399548517,0.5546272664830305,0.5411998085353685,0.1994492351144984,0.19940086033033289,0.1980325450067935
soft_F1_abs,0.249721001887667,0.25956181512362714,0.2751799597256426,0.6672575853872991,0.707926957503609,0.7294537364572719,0.6832661836043649,0.6992194963538129,0.7141534832940586,0.7457042085951653,0.24895046068274457,0.27532853941986524,0.2510340317435887
soft_PR_pos,0.17372076062188632,0.16727309296096582,0.17437382020812103,0.43159291364144586,0.48708570176276605,0.45789151951886603,0.4756657973579738,0.4895251730213995,0.48920037089914514,0.444868336553159,0.1547820326210796,0.15962296637935916,0.16217991925668027
soft_RE_pos,0.20982217097627945,0.21015042844025986,0.23220241933629132,0.530999639759893,0.539133514183155,0.5468458369158317,0.5317321722058282,0.5666311236395352,0.5533349686774655,0.5605428115181301,0.20381333171457483,0.20818433899810349,0.20373040351314822
soft_F1_pos,0.2649728802667148,0.2535011457360309,0.27923998625382135,0.7016071374865546,0.6794307542883832,0.7021807242130887,0.6795171378315359,0.6648526675459268,0.6933246833690698,0.701527664626854,0.24056089097175046,0.2571983613829682,0.27272666710010474
soft_PR_neg,0.16067339026409647,0.16134718190068784,0.16469886337501416,0.4424323206362517,0.5114942357160043,0.5208893098692963,0.4977868950885275,0.5176896634309188,0.4938892696214759,0.5109586577484573,0.15404950017514435,0.15329969102057858,0.15073928280153137
soft_RE_neg,0.19571401070857394,0.19545486007911572,0.19593169723731885,0.587370084679645,0.5471153535704681,0.581976296245188,0.5709088366964589,0.5520668582639833,0.5369531935539799,0.5456986634627633,0.18916613813759625,0.19309831702190897,0.19320543261541837
soft_F1_neg,0.23651123046875,0.23851532866989356,0.2296351004337919,0.6663280984629756,0.6837948508884596,0.6718428238578464,0.6749318993609884,0.6770742112311764,0.6844617318415988,0.6656093873839447,0.23169793944427933,0.22793507230454596,0.2253539320351421
_soft_PR_abs,0.09088239808013474,0.08912708448327106,0.08807666059853374,0.2960467684096184,0.29534187869749207,0.2937731535538383,0.2945747928342957,0.29220442841018457,0.31170983245407324,0.29796448306760925,0.09489059448242188,0.08387842040131058,0.08391297381857167
_soft_RE_abs,0.08558881455573483,0.0870573347893314,0.086476837379345,0.28119916501252545,0.2966756406037704,0.2969451572584069,0.29572196628736414,0.29530041459677875,0.2882964369179546,0.29106416564056836,0.08814576743305594,0.08747888647991678,0.0887089881344118
_soft_F1_abs,0.1178962596948596,0.1171360845151155,0.1155950021052706,0.4005812216496122,0.3965557485386945,0.39992470672165137,0.4014208696890568,0.4026924354442652,0.3958646801934726,0.39819703585859656,0.11429924895797951,0.11150387750155684,0.11107541512751924
_soft_PR_pos,0.08872280950131624,0.08505323658818784,0.086981317271357,0.2925430518993433,0.2988179524739583,0.296537426934726,0.2903869186622509,0.2935520116833673,0.29570123423700745,0.29749110125113226,0.08912362914154495,0.08178102797356204,0.08291092471799989
_soft_RE_pos,0.08757909138997395,0.08881264838619508,0.09861545286316803,0.28970621634220733,0.29458515885947406,0.2982547317726025,0.29097087141396344,0.29734252155690954,0.29145116391389264,0.2929957016654637,0.0889646834221439,0.08569593014924423,0.08477680925009907
_soft_F1_pos,0.11388806329257246,0.11490393376004869,0.11113070059513701,0.39141074470851733,0.39448945418648096,0.3983801689700804,0.3937707431074502,0.4025162130162336,0.3915558690610139,0.4003877225129501,0.11481063953344373,0.11032560597295346,0.10964835899463599
_soft_PR_neg,0.10416818701702615,0.0914421634397645,0.0845729440882586,0.29997203661047894,0.31130901281384454,0.3026119176892267,0.29181397479513416,0.2976535023122594,0.3052414327427961,0.3004315970600515,0.0877725905266361,0.08222331171450407,0.08300421894460484
_soft_RE_neg,0.08790043817050215,0.09484221969825635,0.08418594581493433,0.2940979556760926,0.30670304229294043,0.29584290324777796,0.29291277346403705,0.29273655103600543,0.30277777409207995,0.3017619036246037,0.08637663246928781,0.08200562518575917,0.0859758128290591
_soft_F1_neg,0.11143822600876076,0.11956864509029665,0.1114209493001302,0.39791024249532947,0.3911861474963202,0.4000283669734347,0.38872248884560406,0.402087750642196,0.40823134823121887,0.423714734505916,0.11482446090034816,0.10961035023564877,0.1100146252176036
Atten_C,0.1778879027435745,0.16253581945446954,0.1774179762688236,0.49303580021512683,0.5024101423180621,0.46239037444626074,0.49317055854244507,0.4503415978473166,0.456156937972359,0.4988200422646343,0.1678432243457739,0.16984386720519135,0.16045570373535156
Atten_NC,0.14715954877328183,0.13751569001570993,0.12852834618609885,0.36618675010791724,0.4053599592568218,0.411323879076087,0.37047828453174536,0.4153666288956352,0.401331030804178,0.41459954303243884,0.13806163400843524,0.12999686641969543,0.12871147929758264
cpa!=,0.5701210187829059,0.521542369455531,0.5080354386481686,1.373515612837197,1.382589340209961,1.387388809867527,1.385681871054829,1.394095628157906,1.3930382935897163,1.4101180477418762,0.49721330836199334,0.5245243293651636,0.5137885826221411
cpl!=,0.2791916114696558,0.2774362978727921,0.27312748674033344,0.7296092268349468,0.7367168647655542,0.7380609926970109,0.7430124973905259,0.7413712100706239,0.7358530293340269,0.7567716681438944,0.27062581933063007,0.27539073557093524,0.27236731156058935
cor!=,0.7961902065553527,0.7752404696699502,0.7484270178753397,2.1099629609481148,2.105533212855242,2.1318629168081973,2.102430315985196,2.138003059055494,2.1222501561261606,2.1944771642270298,0.7486239723537279,0.8014215939286826,0.7839479308197463
cpa>,0.5290542823680933,0.5245830701745074,0.5168120066324869,2.9709339141845703,3.215154012044271,2.9573682425678642,3.141952597576639,3.0874929566314253,1.337193060612333,1.3637197190436765,1.2440370476764182,0.6393280582151551,0.4961697951607082
cpl>,0.25738840517790423,0.26914002238840296,0.2912818521693133,0.8132803267326908,0.8380171181499094,0.8194964864979619,0.8528785429139069,0.825014667234559,0.6696279498114102,0.6833387457806132,0.3224421238553697,0.27241223100302875,0.2481626427691916
cor>,0.7881392603335173,0.7734402366306471,0.7323976876079172,3.7913840749989385,4.073371057925017,3.788022027499434,3.971915314162987,3.896032554515894,2.009305401124816,2.0695596501447153,1.5509957852570906,0.8899474489516106,0.725328058436297
cpa<,0.4922376162763955,0.4633475041043931,0.4686238109201625,2.898150596065798,3.1522702479708022,2.919280010720958,3.085817115894262,2.978262693985649,1.2909571329752605,1.3385717419610508,1.2099915656490603,0.575452611066293,0.4421040631722713
cpl<,0.2312971198040506,0.2439229384712551,0.2168261486551036,0.7719544396884199,0.79471823098003,0.7893106211786685,0.7958412170410156,0.7810558097949927,0.6460175997969033,0.6602605183919271,0.294015027474666,0.24362232374108356,0.2134053603462551
cor<,0.6884180981179943,0.6875680840533712,0.6605369457300159,3.6755817523901015,3.932292910589688,3.6990055139513984,3.873134004896966,3.777877144191576,1.968131549116494,1.9841781560925469,1.482372698576554,0.8171261220738508,0.657295835190925
cor_nosign,0.8198420206705729,0.7952952730482903,0.7817848868992018,2.0755201146222544,2.0643559055051943,2.0929972330729165,2.1690389384394106,2.0754233650539233,2.107761908268583,2.1749786708665932,0.7823722949926404,0.7934846739838088,0.7788409357485564
cor_sign,1.4136874157449473,1.3919222182121829,1.4024126356926516,7.445038228795148,7.911108542179716,7.395799609198087,7.806570633597996,7.616157117097274,3.8362240445786626,3.9197949395663496,3.0295572419097456,1.7147340636322463,1.383093820101973
