,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,KernelShap,Occlusion,Rise
RRA,0.4091435584469118,1.1669380077417346,0.44044549914373865,1.2810368468795998,1.2623054393823596,1.1900749759397644,1.2680793154066887,1.2714724609817283,1.2700626815574756,1.1255464692046677,0.48124271890391473,0.43918084407198255,0.3178119659423828
soft_PR_abs,0.17923203067503113,0.15663064044454825,0.17670617587324502,0.4830533179683962,0.48256265944328863,0.4731986833655316,0.46119828155075293,0.44091542561848956,0.49696452375771344,0.4795461461163949,0.1659324203712353,0.15518630760303442,0.1769169517185377
soft_RE_abs,0.21709912065146625,0.20286656808162082,0.21288705908733865,0.534779783608257,0.533898671468099,0.5381798398667488,0.5806978198065273,0.534247660982436,0.547174094379812,0.5300010460010474,0.21740664606509003,0.20088665727256,0.2012391021286232
soft_F1_abs,0.24590975996376813,0.2430660137231799,0.23657688196154608,0.6634497988051262,0.6556718245796536,0.6780175195224043,0.6839330645575039,0.6683943928151891,0.6765351779219033,0.6856814674709154,0.2524921859520069,0.2334463423576908,0.23826999940733978
soft_PR_pos,0.1764124718265257,0.1732439234636832,0.17051765884178272,0.4288182742353799,0.4436175028483073,0.48088681870612543,0.45235260673191235,0.49066889113274176,0.44080139934152796,0.43579460918039514,0.17406283945277118,0.17611531243808026,0.1522699991861979
soft_RE_pos,0.23037454356317935,0.2048084701316944,0.20029233849566916,0.5586147308349609,0.5345171776370726,0.5345517310543336,0.5436047263767408,0.5302152771880662,0.550263169882954,0.5401251972585485,0.20287693410679913,0.19772501959316974,0.21810116975203805
soft_F1_pos,0.2531417901965155,0.2362244371054829,0.2500458040099213,0.6529870240584664,0.6475379501563915,0.6609792294709579,0.6695588429768881,0.6622266078340835,0.6816767264103544,0.6648630335711051,0.23643175760904947,0.2463693204133407,0.26789609936700354
soft_PR_neg,0.1728189164313717,0.17545534216839334,0.1530889151752859,0.44172397558239923,0.49186443936997565,0.4951884781104931,0.45910779980645666,0.4996044048364612,0.49955603005229565,0.4886095074639804,0.15070818472599637,0.15031427576921988,0.1703656238058339
soft_RE_neg,0.19910370094188745,0.19686809484509454,0.2043074455814085,0.5331834157307943,0.5297177079795063,0.5420498225999915,0.5342303842738054,0.5635558695032976,0.5395827086075492,0.5822734556336334,0.19900004069010416,0.20575868910637454,0.22131463755731998
soft_F1_neg,0.2362935439400051,0.2285501231317935,0.2563863560773324,0.6574616915937783,0.6949763367141503,0.6678346274555593,0.6667116413945737,0.6946100704911826,0.7002146347709324,0.6637124047763105,0.23926513782445935,0.2231977987980497,0.2346073371776636
_soft_PR_abs,0.08789007214532382,0.09192245593969373,0.08973867996879246,0.29171376988507697,0.2908257470614668,0.28459922127101733,0.2887974614682405,0.28911189756531647,0.2927158189856488,0.2834589585014012,0.10207079458927763,0.0820125358692114,0.08495648701985677
_soft_RE_abs,0.08603109829667685,0.08743396703747736,0.08681546086850374,0.28302704078563745,0.2935036368992018,0.28688320215197577,0.28913608495739923,0.29429145481275476,0.2943018208379331,0.2865653107131737,0.08470770241557687,0.0870538794476053,0.08592398270316746
_soft_F1_abs,0.11932331582774287,0.11818650839985281,0.11207400888636493,0.3784532132356063,0.398273053376571,0.38991803708283795,0.3863279370294101,0.3996068152828493,0.3957782966503199,0.38490779157997906,0.11299658512723619,0.11158680570298347,0.11147277942602185
_soft_PR_pos,0.08806629457335541,0.09730242300724638,0.0875203505806301,0.2861817677815755,0.2960398577261662,0.28957491335661517,0.2912507540937783,0.2970453621684641,0.29655124830163043,0.28931921806888306,0.09074072906936424,0.08678090745124264,0.08376439412434895
_soft_RE_pos,0.08959355561629585,0.08783133133597996,0.08872280950131624,0.2840152685193048,0.2935243689495584,0.2896094667738762,0.2893675928530486,0.29051131096439087,0.29271236364392267,0.28817895529926685,0.08477680925009907,0.08454530135444972,0.08261030998782835
