,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,KernelShap,Occlusion,Rise
soft_PR_neg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08695652173913043,1.0
soft_RE_neg,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
soft_F1_neg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08695652173913043,1.0
_soft_PR_abs,0.18403367698192596,0.2583394944667816,0.1847914755344391,0.1545535773038864,0.17562735080718994,0.2685692608356476,0.18361158668994904,0.18693971633911133,0.23747877776622772,0.19128580391407013,0.14043137431144714,0.1749802529811859,0.13793164491653442
_soft_RE_abs,0.28173282742500305,0.34799519181251526,0.07690103352069855,0.09576714783906937,0.03443744406104088,0.04923603683710098,0.038244929164648056,0.0504046194255352,0.0068585630506277084,0.010134773328900337,0.08301400393247604,0.08810553699731827,0.876646101474762
_soft_F1_abs,0.168356791138649,0.22416140139102936,0.08011998981237411,0.0851561650633812,0.04391086846590042,0.06793542206287384,0.04714396968483925,0.06036516651511192,0.012169992551207542,0.01687503419816494,0.06323947757482529,0.08171522617340088,0.19693663716316223
_soft_PR_pos,0.18403367698192596,0.2583394944667816,0.1847914755344391,0.15449440479278564,0.17513315379619598,0.26360461115837097,0.18646232783794403,0.1872253566980362,0.23747877776622772,0.19128580391407013,0.1427704393863678,0.18461012840270996,0.13793164491653442
_soft_RE_pos,0.28173282742500305,0.34799519181251526,0.07690103352069855,0.042278267443180084,0.017221998423337936,0.023720422759652138,0.019868092611432076,0.025326156988739967,0.0068585630506277084,0.010134773328900337,0.04617862030863762,0.0510689802467823,0.876646101474762
_soft_F1_pos,0.168356791138649,0.22416140139102936,0.08011998981237411,0.04963205009698868,0.025281405076384544,0.03760363161563873,0.028484683483839035,0.0358288399875164,0.012169992551207542,0.01687503419816494,0.04436798766255379,0.06180112436413765,0.19693663716316223
_soft_PR_neg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08695652173913043,1.0
_soft_RE_neg,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
_soft_F1_neg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08695652173913043,1.0
Atten_C,0.18403367698192596,0.2583394944667816,0.1847914755344391,0.1545535773038864,0.17562735080718994,0.2685692608356476,0.18361158668994904,0.18693971633911133,0.23747877776622772,0.19128580391407013,0.14043137431144714,0.1749802529811859,0.13793164491653442
Atten_NC,0.8159664273262024,0.7416602969169617,0.815208375453949,0.8454464077949524,0.8243726491928101,0.73143070936203,0.8163883090019226,0.8130603432655334,0.7625212073326111,0.8087141513824463,0.8595685362815857,0.8250197172164917,0.8620684742927551
cpa!=,0.18403366201065635,0.2583395022740525,0.18479149655589297,0.15455357312678877,0.17562734023907012,0.26856923001867383,0.18361158833254843,0.18693973831846034,0.23747878932368788,0.19128580049288701,0.1404314079694952,0.17498025079588483,0.13793159947355535
cpl!=,0.2817328348244397,0.347995260747898,0.07690103878504831,0.09576715714493847,0.0344374486371898,0.04923603550873204,0.03824492616682259,0.050404609106514175,0.006858549090251885,0.010134769217503415,0.08301402136652115,0.08810553158354455,0.8766461934730398
cor!=,0.23288324841754804,0.3031673815109752,0.13084626767047064,0.12516036513586362,0.10503239443812996,0.15890263276370292,0.11092825724968551,0.11867217371248726,0.12216866920696988,0.10071028485519522,0.11172271466800818,0.13154289118971468,0.5072888964732976
cpa>,0.18403366201065635,0.2583395022740525,0.18479149655589297,0.1544944101608577,0.1751331646434482,0.2636046368326097,0.1864623411116131,0.187225342178798,0.23747878932368788,0.19128580049288701,0.14277041738992105,0.18461016626008214,0.13793159947355535
cpl>,0.2817328348244397,0.347995260747898,0.07690103878504831,0.04227826407690383,0.01722200631677118,0.023720425047527204,0.019868094119609863,0.025326155348123547,0.006858549090251885,0.010134769217503415,0.046178622285982955,0.05106896596965388,0.8766461934730398
cor>,0.23288324841754804,0.3031673815109752,0.13084626767047064,0.09838633711888076,0.09617758548010968,0.14366253094006845,0.10316521761561148,0.10627574876346077,0.12216866920696988,0.10071028485519522,0.094474519837952,0.11783956611486801,0.5072888964732976
cpa<,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08695652173913043,1.0
cpl<,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cor<,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5434782608695652,1.0
cor_nosign,0.23288324841754804,0.3031673815109752,0.13084626767047064,0.12516036513586362,0.10503239443812996,0.15890263276370292,0.11092825724968551,0.11867217371248726,0.12216866920696988,0.10071028485519522,0.11172271466800818,0.13154289118971468,0.5072888964732976
cor_sign,0.616441624208774,0.6515836907554876,0.5654231338352353,0.2991931685594404,0.29808879274005484,0.3218312654700342,0.30158260880780574,0.3031378743817304,0.561084334603485,0.5503551424275976,0.297237259918976,0.3306589134922166,0.7536444482366488
Time,46.76480915235437,51.53459742449332,52.743137746617414,60.987078625222914,11.867167293161586,63.60602378845215,576.6943779544554,586.4607562189517,582.1360539698946,585.3519474250683,12995.348581369373,63815.493010092476,45906.09104045923
