,new_0,new_1,new_2,new_3,new_4,new_5
Deletion,0.007456107204779983,0.004522554809227586,0.006478234892711043,0.004522554809227586,0.004522554809227586,0.02432393990457058
Insertion,0.007456107204779983,0.02432393990457058,0.011177194397896528,0.02432386055588722,0.02432393990457058,0.004522554809227586
MuFidelity,0.0009085968725996577,0.0,0.0,0.008144629623753681,0.0,0.0
CosSim,0.03797743055568852,0.7208145801802838,0.035788334093195026,0.7205966999395524,0.720805127377252,0.720805127377252
_CosSim,0.015252072553922769,0.7208145801802838,0.035788334093195026,0.7205966999395524,0.720805127377252,-0.720805127377252
SSIM,0.9666914470990499,0.9664967282613119,0.0026266841902785622,0.9663891434669495,0.966495917638143,0.95695850054423
Conciseness,0.9949927366780045,0.9949927366780045,0.0,0.0,0.9949927366780045,0.9949927366780045
F1,1.0,1.0,0.009938917659195287,0.009938917659195287,1.0,1.0
MAE,0.004948850786959004,0.0035264471896945594,0.5007873388022874,0.004022577733358024,0.0035249971904729323,0.0064895294535179966
IoU,1.0,1.0,0.005007263321995465,0.005007263321995465,1.0,1.0
PR,1.0,1.0,0.005007263321995465,0.005007263321995465,1.0,1.0
RE,1.0,1.0,1.0,1.0,1.0,1.0
EBPG,1.0,1.0,0.0029730827198363842,0.6949692893028259,1.0,1.0
RRA,1.0,1.0,0.1277198903636342,1.0,1.0,1.0
soft_PR_abs,1.0,1.0,0.0029730827198363842,0.6949692893028259,1.0,1.0
soft_RE_abs,0.5017247852176918,0.3119276882394227,0.3122289876605966,0.3122289876605966,0.3122289876605966,0.3122289876605966
soft_F1_abs,0.6681021171452122,0.468761818313072,0.005867769306206704,0.4237501767509747,0.4691035568387519,0.4691035568387519
soft_PR_pos,0.530327440102895,1.0,0.004091028956075509,0.7561374266942342,1.0,0.0
soft_RE_pos,0.25877058346296294,0.47064697282065626,0.4711090399861194,0.4711090399861194,0.4711090399861194,0.0
soft_F1_pos,0.3394792553303948,0.616166530008193,0.008054523407192777,0.5596087647481399,0.6165657417162091,0.0
soft_PR_neg,0.4864183241128922,1.0,0.0018503326437591266,0.5848059284687043,1.0,0.0
soft_RE_neg,0.2493450812100773,0.22361593850232717,0.22383267813137303,0.22383267813137303,0.22383267813137303,0.0
soft_F1_neg,0.3130893845568897,0.35847309381320375,0.0036553606462580803,0.31162724977268275,0.3587521976989359,0.0
_soft_PR_abs,1.0,1.0,0.0029730827198363842,0.6949692893028259,1.0,1.0
_soft_RE_abs,0.5017247867584229,0.3119276893138886,0.3122289886077245,0.3122289886077245,0.3122289886077245,0.3122289886077245
_soft_F1_abs,0.6681021220006286,0.4687618188416255,0.0058677693058498195,0.4237501818741351,0.46910355690263816,0.46910355690263816
_soft_PR_pos,0.530327440102895,1.0,0.004091028956075509,0.7561374266942342,1.0,0.0
_soft_RE_pos,0.25877058307329814,0.47064697444438924,0.4711090463399887,0.4711090463399887,0.4711090463399887,0.0
_soft_F1_pos,0.33947925323163175,0.6161665258475548,0.00805452326950248,0.5596087691067426,0.6165657441868362,0.0
_soft_PR_neg,0.4864183241128922,1.0,0.0018503326437591266,0.5848059284687043,1.0,0.0
_soft_RE_neg,0.249345081448555,0.2236159374316533,0.22383267839749652,0.22383267839749652,0.22383267839749652,0.0
_soft_F1_neg,0.31308938483719545,0.3584730902592549,0.003655360665364213,0.31162724597851643,0.35875219657240304,0.0
Atten_C,1.0,1.0,0.0029730827198363842,0.6949692893028259,1.0,1.0
Atten_NC,0.0,0.0,0.9970268988609314,0.30503075510263444,0.0,0.0
cpa!=,1.0,1.0,0.0029730828575764783,0.6949692613380464,1.0,1.0
cpl!=,0.5017247826348914,0.31192770484291016,0.3122289894908061,0.3122289894908061,0.3122289894908061,0.3122289894908061
cor!=,0.7508623913174457,0.655963852421455,0.15760103617419127,0.5035991254144263,0.6561144947454031,0.6561144947454031
cpa>,0.3847721307501929,1.0,0.004091028909169842,0.7561374197679276,1.0,0.0
cpl>,0.25877059050391105,0.4706469788953032,0.47110903021661504,0.47110903021661504,0.47110903021661504,0.0
cor>,0.321771360627052,0.7353234894476516,0.23760002956289245,0.6136232249922713,0.7355545151083074,0.0
cpa<,0.33894551581335974,1.0,0.001850332610717318,0.5848059375873268,1.0,0.0
cpl<,0.24934508686975443,0.22361593836507096,0.22383267685891117,0.22383267685891117,0.22383267685891117,0.0
cor<,0.2941453013415571,0.6118079691825354,0.11284150473481425,0.40431930722311904,0.6119163384294557,0.0
cor_nosign,0.7508623913174457,0.655963852421455,0.15760103617419127,0.5035991254144263,0.6561144947454031,0.6561144947454031
cor_sign,0.30795833098430453,0.6735657293150935,0.17522076714885335,0.508971266107695,0.6737354267688815,0.0
Time,4.623231887817383,4.862298965454102,9.084418614705402,9.803892771402996,0.5332660675048827,1.6264979044596355
