,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,KernelShap,Lime,Occlusion,Rise
soft_F1_abs,0.03655884287613112,0.03655884278340134,0.0,0.05182839242819711,0.0,0.14830824249968427,0.11571786375430126,0.10466729638697195,0.054426694308439806,0.05315726001435807,0.02480216166914841,0.005351837802870113,0.36941905067245284,0.005791562754564481
soft_PR_pos,0.010429892729346952,0.010429893052205442,0.0,0.03432192547246814,0.0,0.38343315124511723,0.36836606790932513,0.10602998003121078,0.11229217817385992,0.10360206390420594,0.007927330546081066,0.00307603046298027,0.17956591318051018,0.0028244579583406445
soft_RE_pos,0.5763077249551534,0.5763077462595882,0.0,0.0997989846212411,0.0,0.09964888551363812,0.0684756384779511,0.058705331497363136,0.042725969301573956,0.04261989335182777,0.14236235653594384,0.018796845144511687,0.4847409683129567,0.07999985301913445
soft_F1_pos,0.019972610651944205,0.019972611275372282,0.0,0.039929061672417165,0.0,0.1407293541512561,0.10778540073379497,0.060485444431743154,0.05205942607356958,0.05036563796399216,0.014667804937438819,0.0048962000973667655,0.24014513629138334,0.005413067763603324
soft_PR_neg,1.0,1.0,1.0,0.029428993798792363,1.0,0.4675469355781873,0.20581035288186586,0.10879704592128596,1.0,1.0,0.0458458417840302,0.9202138228900731,0.08340924692417805,1.0
soft_RE_neg,0.0,0.0,0.0,0.07072026238169196,0.0,0.07643041173877868,0.013354920347546534,0.05358658573810711,0.0,0.0,0.09157683109212122,0.019204093126906564,1.3611655635513646e-06,0.0
soft_F1_neg,0.0,0.0,0.0,0.037016469358643535,0.0,0.11928220731818524,0.024569525255700903,0.05899448401422793,0.0,0.0,0.010659903364828496,0.00042231744078915476,2.719773081308078e-06,0.0
_soft_PR_abs,0.0058565574791282415,0.00585655737357835,0.0,0.019564150478690864,0.0,0.24005805840094885,0.4517873180905977,0.09822039270152648,0.128228822350502,0.11335202993204196,0.004699995558088024,0.0005441395379602909,0.1816912226441006,0.0005260483175516129
_soft_RE_abs,0.5802847782770792,0.580284781853358,0.0,0.12740169449398914,0.0,0.13294650793075563,0.1510724084575971,0.12600406212111315,0.06057707739373047,0.06081951033324003,0.2309823446472486,0.036430126428604125,0.618454569975535,0.07999985218048096
_soft_F1_abs,0.011550793849808233,0.011550793709176383,0.0,0.03115290749903944,0.0,0.13944565332378472,0.20698884722592528,0.08717175588835781,0.06529934901484391,0.0629820420628786,0.009134585776023952,0.0010663439224694556,0.26644279096663104,0.0010441036603299149
_soft_PR_pos,0.004009046367524813,0.004009046234035244,0.0,0.020737274882073203,0.0,0.2800244036813577,0.3005008517578244,0.07243031477974,0.08061666684846083,0.07261085735013087,0.004603419300789635,0.00047066626138985156,0.14478707022654513,0.000426349276676774
_soft_RE_pos,0.57898690422376,0.5789868982632955,0.0,0.12336709924042225,0.0,0.14171705016245445,0.11359278960735537,0.09019136390291049,0.06779452071835598,0.06723970248053471,0.17683465406298637,0.018656020164489744,0.7099369084835052,0.07999985456466675
_soft_F1_pos,0.007941296475791563,0.007941296268668645,0.0,0.032392234189394006,0.0,0.1555155915699971,0.14939172354266686,0.05997166452706344,0.05918938602321282,0.05642373570218675,0.008884085669830687,0.0009077573412564977,0.2320611439876851,0.0008474940778680189
_soft_PR_neg,1.0,1.0,1.0,0.006448840633189926,1.0,0.15088518742471935,0.09753231797173309,0.02242386529610182,1.0,1.0,0.041307627695496195,0.9201071080472321,0.0807039291857897,1.0
_soft_RE_neg,0.0,0.0,0.0,0.07589062949021658,0.0,0.09132137034243593,0.028397047014683874,0.05629405958888432,0.0,0.0,0.09384682575861612,0.020975021123886106,1.3631894322922259e-06,0.0
_soft_F1_neg,0.0,0.0,0.0,0.011505230380166993,0.0,0.08377337189496525,0.04065983235978241,0.026747096515798895,0.0,0.0,0.0025596679302589786,0.00021270279851771855,2.7141608465099823e-06,0.0
Atten_C,0.019245074925323326,0.019245074869443973,0.0,0.04594021176298459,0.0,0.4880704405903816,0.578916807572047,0.20336411190529669,0.21648717716336247,0.19722012877464296,0.013433803922186294,0.0030045553296804426,0.38039241539935265,0.003029337078332901
Atten_NC,0.9807549532254537,0.9807549190521241,1.0,0.9540597860018412,1.0,0.5119295687725146,0.4210832154750824,0.7966359082857768,0.7835128211975098,0.8027798803647359,0.9865662010510763,0.9969954490661621,0.6196075888474784,0.9969706606864929
cpa!=,0.02090090924176591,0.020900909617940833,0.0,0.16991133960411414,0.0,0.6892522592514847,0.7798984021341948,0.6231559069726662,0.7788422654921209,0.7276233035224501,0.044682939829335924,0.005369976377545634,0.49669488656391103,0.000546659843792737
cpl!=,0.5895112578227265,0.5895112559831492,0.6829915744502111,0.7383181246146427,0.6829915800288979,0.7226051646436402,0.747871929146484,0.7392702717983259,0.7157079364175172,0.7166418569118482,0.7446200730544721,0.672141628509921,0.6183241843582699,0.63191885193347
cor!=,0.3052060835322462,0.30520608280054506,0.34149578722510554,0.45411473210937847,0.34149579001444896,0.7059287119475626,0.7638851656403394,0.6812130893854962,0.7472751009548191,0.7221325802171492,0.39465150644190394,0.33875580244373327,0.5575095354610905,0.31623275588863137
cpa>,0.011790568680275126,0.011790568517568118,0.0,0.09279762622063702,0.0,0.492552832338278,0.4536386128238091,0.32749720474708327,0.46262635425659193,0.42115729610554986,0.0216193754518077,0.0055232448960049535,0.19364273183159963,0.0004423379188940774
cpl>,0.6188558721764073,0.6188558692757009,0.5221886483885442,0.5995996069976286,0.5221886298612923,0.6000397033904675,0.5662834740061778,0.555799564129005,0.564356481143433,0.5643146355063722,0.5581173628304371,0.49871893776228476,0.7248550484696563,0.4678856616881987
cor>,0.31532322042834116,0.3153232188966345,0.2610943241942721,0.34619861660913276,0.26109431493064617,0.5462962678643727,0.5099610434149935,0.44164838443804416,0.5134914177000125,0.49273596580596096,0.28986836914112246,0.25212109132914484,0.459248890150628,0.23416399980354638
cpa<,1.0,1.0,1.0,0.1417524778337492,1.0,0.7116246728064572,0.3260344184700674,0.3882006712535997,1.0,1.0,0.061598518077473984,0.9202593933541167,0.5965739245729241,1.0
cpl<,0.25708002051616863,0.25708001985987666,0.7734898340708114,0.76239273837502,0.773489833949172,0.7588194876242352,0.77871442107073,0.7528182976361204,0.7422232162703495,0.7415877976350815,0.6692946856893583,0.7631060822114414,0.41597931805132243,0.730123854689368
cor<,0.6285400102580843,0.6285400099299383,0.8867449170354057,0.4520726081043846,0.8867449169745859,0.7352220802153463,0.5523744197703987,0.57050948444486,0.8711116081351747,0.8707938988175409,0.36544660188341627,0.841682737782779,0.5062766213121233,0.8650619273446839
cor_nosign,0.3052060835322462,0.30520608280054506,0.34149578722510554,0.45411473210937847,0.34149579001444896,0.7059287119475626,0.7638851656403394,0.6812130893854962,0.7472751009548191,0.7221325802171492,0.39465150644190394,0.33875580244373327,0.5575095354610905,0.31623275588863137
cor_sign,0.47193161534321276,0.47193161441328646,0.5739196206148389,0.3991356123567587,0.573919615952616,0.6407591740398595,0.531167731592696,0.506078934441452,0.6923015129175937,0.681764932311751,0.32765748551226925,0.5469019145559619,0.48276275573137567,0.5496129635741152
Time,464.0200201670329,434.6530818939209,1093.09637705485,1134.9505964914956,22.694002787272137,1270.914929707845,1587.5002511342368,493.38218688964844,489.19575691223145,473.8311004638672,4262.338590621948,1290.0183550516763,24370.443449020386,14501.94443066915
