,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,KernelShap,Lime,Occlusion,Rise
Deletion,580.048589706421,138.66951306660968,95.20132700602214,108.73924891153972,105.93829790751138,97.49872525533041,93.64741961161295,96.75869623819987,97.30367660522461,96.6637643178304,95.10659217834473,93.53183110555014,95.77605883280435,95.40181795756021
Insertion,96.90624237060545,99.60624376932779,91.89258893330893,95.50164222717285,91.8602752685547,92.99980163574219,92.30063756306966,94.03085708618163,96.1301326751709,96.78020477294922,94.2640240987142,94.95512644449869,94.02059555053711,97.29925155639648
CosSim,0.42624791463216144,0.3065681457519531,0.49940427144368493,0.6431039174397787,0.5514621734619141,0.6375598907470702,0.7437451680501301,0.6387646993001301,0.6737359364827473,0.6612873077392578,0.40840466817220056,0.4930909474690755,0.3597132364908854,0.4923820495605469
_CosSim,0.47734578450520837,0.5872408548990886,0.4657554626464844,0.8255608876546224,0.8804575602213541,0.9720706939697266,0.8919938405354817,0.8921368916829427,0.7852617899576824,0.9182389577229818,0.43338139851888025,0.5314477284749348,0.3987566630045573,0.521100362141927
SSIM,5.181881586710611,5.23493766784668,4.1684913635253915,15.357405344645182,15.26405970255534,14.917869567871094,14.83788808186849,15.596230824788412,16.182785034179688,16.701993942260742,5.674676895141602,4.928162892659506,5.567591985066732,5.461139678955078
Conciseness,0.03997802734375,0.0,0.10648409525553384,0.21245956420898438,0.28001467386881507,0.17288525899251303,0.10712941487630209,0.039997100830078125,0.27965545654296875,0.21296183268229166,0.10626475016276041,0.06663004557291666,0.0,0.04019737243652344
F1,13.852154413859049,13.706178665161133,13.426548639933268,42.90176073710124,40.17061869303386,43.382062911987305,42.6228682200114,42.276713053385414,41.637684504191085,43.19460233052571,13.811515172322592,13.78544807434082,14.345178604125977,14.745051066080729
MAE,0.6389490763346355,0.705426534016927,0.6394704182942708,2.610651652018229,2.264029184977214,2.2511641184488935,1.8648020426432292,2.5312423706054688,2.078491846720378,2.369972864786784,0.6391302744547527,0.7850837707519531,0.8396085103352865,0.6657759348551433
IoU,13.851617177327475,13.266569773356121,14.092124303181967,41.716407140096024,41.41106605529785,40.717461903889976,40.38449923197429,42.38274574279785,42.70263353983562,42.75585492451985,13.958511352539062,14.105838139851887,14.517736434936523,14.49194590250651
PR,13.758281071980795,13.345953623453777,13.998867670694986,42.955497105916336,39.95826403299967,40.664030710856125,40.19695281982422,40.91761906941731,42.62259801228841,43.83410771687825,13.58612060546875,13.67990811665853,14.17183558146159,14.184796015421549
RE,14.398279190063477,13.226636250813803,13.917586008707682,41.862659454345696,39.91759618123372,41.849708557128906,40.798940658569336,41.70274098714193,41.797520319620766,41.70363108317058,13.53205680847168,13.823963801066082,13.998597462972006,14.571622212727865
EBPG,0.4247029622395833,0.49186070760091144,0.3597068786621093,0.7458877563476562,0.7735220591227213,0.7186285654703777,0.6247647603352864,0.6122112274169921,0.6396865844726562,0.5325158437093099,0.3851858774820964,0.4270776112874349,0.318756103515625,0.492092768351237
RRA,0.6792100270589192,0.5731296539306641,0.46600977579752606,1.464227040608724,1.8109067281087239,1.5710067749023438,1.6254170735677083,1.7182699839274087,1.7313893636067708,1.7838414510091145,0.6385676066080729,0.612497329711914,0.6797313690185547,0.6792132059733073
soft_PR_abs,0.35963376363118493,0.29264767964680993,0.4261080423990885,0.7852681477864584,0.6392224629720051,0.9314505259195964,0.917828877766927,0.7436402638753254,0.7449849446614583,0.8525307973225912,0.25265375773111975,0.3197065989176432,0.35969098409016925,0.3196175893147787
soft_RE_abs,0.42599360148111975,0.36004702250162757,0.3595860799153646,1.0923449198404946,1.1316394805908203,0.9454441070556641,1.0387388865152993,0.905609130859375,0.9853776295979818,1.0389486948649087,0.42582829793294275,0.4256916046142578,0.3994623819986979,0.42594273885091144
soft_F1_abs,0.5327987670898438,0.46622276306152344,0.5724652608235676,1.1049556732177737,1.3439019521077475,1.3985633850097656,1.3706747690836587,1.3579050699869792,1.2782541910807292,1.3841120402018228,0.571759541829427,0.4658031463623047,0.5320231119791667,0.5327860514322917
soft_PR_pos,0.4536247253417969,0.25302886962890625,0.3997516632080078,0.8524004618326823,0.6919511159261067,0.7856146494547527,0.7862567901611328,0.7589340209960938,0.9316412607828776,0.7194073994954426,0.42609214782714844,0.2530892690022786,0.3191407521565755,0.31971295674641925
soft_RE_pos,0.4923502604166667,0.3999106089274088,0.3864638010660807,0.9711011250813801,0.9317588806152344,0.8913103739420573,1.210807164510091,0.9985192616780599,0.9591770172119141,0.9588940938313802,0.43976465861002606,0.3862508138020833,0.425561269124349,0.35920143127441406
soft_F1_pos,0.7723649342854817,0.5732885996500652,0.42578697204589844,1.079241434733073,1.330718994140625,1.0648028055826824,1.477184295654297,1.0127035776774087,1.251700719197591,1.0120105743408203,0.638729731241862,0.5594952901204426,0.7054011027018229,0.49281438191731775
soft_PR_neg,0.31962394714355474,0.42580604553222656,0.25279362996419275,0.6783326466878256,0.9597110748291016,0.8789571126302084,0.9855302174886068,0.6792799631754558,0.9593296051025391,0.785210927327474,0.3595892588297526,0.2791531880696615,0.425723393758138,0.2528985341389974
soft_RE_neg,0.38641293843587243,0.25353431701660156,0.5189704895019531,1.0127067565917969,0.9324105580647787,1.0782210032145183,1.2517579396565757,1.278543472290039,0.8256085713704427,0.9321848551432291,0.5992571512858074,0.42517344156901044,0.39965947469075525,0.4928906758626302
soft_F1_neg,0.5593395233154297,0.35985946655273443,0.4933389027913411,1.3979339599609375,1.3840929667154946,1.1313978830973306,1.1450767517089846,1.1727110544840496,1.1449019114176433,1.1051177978515625,0.6125418345133463,0.4930655161539713,0.5729293823242188,0.5323282877604167
_soft_PR_abs,0.17245928446451822,0.2131525675455729,0.1463921864827474,0.5329608917236328,0.5995909372965494,0.6127262115478516,0.7063039143880209,0.6660048166910808,0.8127085367838541,0.7862536112467449,0.21307627360026044,0.21329243977864581,0.21351496378580728,0.2791150410970052
_soft_RE_abs,0.25195757548014325,0.25218645731608075,0.14543851216634116,0.8131917317708333,0.705868403116862,0.7067076365152996,0.6801319122314453,0.8517742156982422,0.7060654958089192,0.7195091247558595,0.1868724822998047,0.21270116170247397,0.31959215799967444,0.21323521931966147
_soft_F1_abs,0.38567543029785156,0.33273379007975257,0.3190803527832031,0.9982395172119141,0.7855701446533203,0.7201417287190754,1.1317316691080728,0.9853617350260416,0.9844970703125,0.9591070810953776,0.39919535319010413,0.27985572814941406,0.31936327616373694,0.38604418436686194
_soft_PR_pos,0.31998952229817706,0.1464716593424479,0.2516396840413411,0.6382910410563152,0.5989837646484375,0.651394526163737,0.5731773376464843,0.8131154378255209,0.639642079671224,0.638882319132487,0.2127361297607422,0.17273902893066406,0.14667193094889322,0.30667622884114587
_soft_RE_pos,0.14635403951009116,0.21313349405924478,0.18577893575032553,0.6789239247639974,0.4792022705078125,0.7049306233723958,0.8121267954508463,0.7853221893310547,0.7055473327636719,0.5591964721679688,0.07944107055664062,0.21215438842773438,0.14611244201660156,0.34651756286621094
_soft_F1_pos,0.27921994527180993,0.2531909942626953,0.2793693542480469,0.7853476206461589,0.7185872395833333,0.8527247111002605,0.7593504587809246,0.7728799184163411,0.6391588846842449,0.8512465159098307,0.3597799936930338,0.2525615692138672,0.38592656453450525,0.21334966023763022
_soft_PR_neg,0.21282196044921875,0.21209081013997397,0.27983665466308594,0.4941368103027344,0.5716451009114583,0.4263814290364583,0.598611831665039,0.6399345397949219,0.7068220774332683,0.7719357808430989,0.14647801717122397,0.21309852600097656,0.2530066172281901,0.2125422159830729
_soft_RE_neg,0.18607775370279947,0.14625231424967447,0.17306645711263022,0.6794516245524088,0.49238840738932294,0.5734062194824219,0.5972735087076824,0.7060400644938151,0.5991840362548828,0.7057730356852213,0.3596782684326172,0.28025309244791663,0.21259943644205728,0.2521260579427083
_soft_F1_neg,0.1859887440999349,0.3191947937011719,0.25231361389160156,0.6389141082763672,0.7859166463216145,0.7190227508544923,0.6389649709065754,0.7477474212646484,0.9191354115804037,0.7459513346354167,0.31977335611979163,0.29293378194173175,0.3194077809651693,0.31955718994140625
Atten_C,0.4657554626464844,0.39925575256347656,0.32012621561686194,0.8264605204264323,0.8114687601725261,0.8123429616292317,0.7858943939208984,0.9182707468668619,1.1452198028564453,0.9852218627929688,0.3594398498535156,0.4676214853922526,0.4258855183919271,0.4530620574951172
Atten_NC,0.3866004943847656,0.34623463948567706,0.2931753794352214,0.719890594482422,0.7460943857828776,0.7723490397135416,0.7584826151529948,0.5461343129475912,0.8379840850830078,0.9580834706624349,0.2794043223063151,0.3590170542399088,0.3596146901448568,0.2800305684407552
cpa!=,1.0782909393310547,0.8262729644775391,0.9194628397623698,3.756227493286133,3.901707331339518,4.2900149027506504,4.449119567871094,3.9275360107421875,4.62148666381836,4.475984573364258,1.0245037078857422,1.06538454691569,0.9724553426106771,1.3187789916992188
cpl!=,0.4648017883300781,0.4663372039794922,0.46614011128743493,1.4497566223144531,1.318197250366211,1.4512825012207031,1.650994618733724,1.1058902740478516,1.6248798370361328,1.3984648386637368,0.639346440633138,0.5985196431477865,0.4668172200520833,0.6393941243489584
cor!=,1.637891133626302,1.5311622619628906,1.4782047271728516,5.287332534790039,5.381024678548178,5.8994992574055996,5.715608596801758,5.3404808044433585,6.086212793986003,6.059557596842448,1.545540491739909,1.4256509145100913,1.665213902791341,1.7065715789794922
cpa>,1.0391998291015625,1.0387929280598958,0.8667755126953125,3.7291526794433594,3.4221839904785156,3.582906723022461,3.675572077433268,3.955723444620768,3.236945470174154,3.4621874491373696,1.2522443135579426,0.9980964660644531,1.1447525024414065,1.0898113250732422
cpl>,0.4664834340413411,0.46570142110188806,0.4662768046061198,1.2120374043782554,1.0379981994628906,1.1318206787109375,1.1046409606933594,1.18498166402181,1.0657405853271484,1.0798740386962893,0.639193852742513,0.5990155537923176,0.5985705057779949,0.5992857615152996
cor>,1.5980021158854165,1.531972885131836,1.4778868357340496,4.8731231689453125,4.847561518351236,4.809087117513021,4.314209620157878,4.927260080973307,5.0872866312662754,4.872945149739584,1.771217981974284,1.4915752410888672,1.4382266998291016,1.5580940246582031
cpa<,1.0917536417643228,0.9861151377360026,0.7859706878662109,3.4224669138590493,2.8500906626383467,3.20956548055013,4.04940923055013,3.702338536580404,3.008871078491211,3.1695556640625,1.10565185546875,0.8526293436686199,0.8926582336425781,1.105019251505534
cpl<,0.5323251088460287,0.5984052022298177,0.42601903279622394,1.105219523111979,1.131423314412435,1.025060017903646,0.9721024831136068,1.1847750345865886,1.0251776377360025,1.10475222269694,0.46568552652994794,0.5057366689046223,0.5322933197021484,0.532061258951823
cor<,1.3590367635091147,1.4644940694173179,1.2781778971354167,4.47528839111328,4.501136144002279,4.461806615193685,4.500761032104491,4.860811233520509,4.528166453043619,4.448092778523764,1.665658950805664,1.5587488810221355,1.5308443705240886,1.5321731567382812
cor_nosign,1.5583070119222007,1.5984503428141277,1.4654000600179036,4.566758473714193,4.513956705729166,4.315865834554036,4.381446838378906,4.820671081542969,4.634523391723633,4.9406592051188145,1.6901079813639324,1.5721448262532551,1.4649136861165364,1.5709527333577475
cor_sign,2.61044184366862,3.089650472005208,2.6363404591878257,8.830134073893229,8.642765680948894,8.44434102376302,8.576800028483072,8.709618250528973,9.65558369954427,8.829596837361652,3.0231189727783203,3.1168365478515625,2.84976323445638,2.625322341918945
