,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,KernelShap,Lime,Occlusion,Rise
_soft_F1_neg,0.0,0.0,0.0,0.016289169653986187,0.0,0.058762500323962116,0.021108840394637934,0.034988832561710294,0.0,0.0,0.0025591192022105325,0.00019212278834761432,6.421381035218155e-08,0.0
Atten_C,0.018890899928907554,0.018890900077919166,0.0,0.05379852297405402,0.0,0.37506820956865944,0.5120372322201729,0.27504205385843916,0.29529740229249,0.2568781761328379,0.013832891664157312,0.0032582246512174603,0.3743456517408291,0.0030293368548154832
Atten_NC,0.9811090874671937,0.9811090914408366,1.0,0.9462014937400818,1.0,0.6249317864576975,0.4879627484828234,0.7249579751491548,0.7047026199102402,0.7431218429406484,0.9861671241124471,0.996741771697998,0.6256543103853861,0.9969706630706787
cpa!=,0.022151792731375762,0.02215179381756461,0.0,0.16875727105193286,0.0,0.5911406565604291,0.6934408804393929,0.6477692050080985,0.7850819478245039,0.748712670925199,0.04745042310446592,0.007433081444259073,0.5011739757150159,0.0005426486737402876
cpl!=,0.6109052552283435,0.6109052569565362,0.6862958415154581,0.7391935889386574,0.6862958412806719,0.7184940488268228,0.744486919586476,0.7446191047431234,0.7286738687477705,0.7264346435723716,0.7474164472542169,0.6824532115977684,0.620646657277431,0.6350716858932483
cor!=,0.31652852397985964,0.3165285253870504,0.34314792075772904,0.45397542999529517,0.34314792064033595,0.654817352693626,0.7189639000129344,0.696194154875611,0.7568779082861373,0.7375736572487852,0.39743343517934143,0.34494314652101365,0.5609103164962234,0.31780716728349423
cpa>,0.012573500011197686,0.01257349996199401,0.0,0.10223689601633215,0.0,0.4177252925990194,0.37763715446087065,0.3474046017143984,0.46529319142223285,0.4341384991931957,0.024240623120613737,0.007842786662909395,0.28817184097378556,0.0004400866445080925
cpl>,0.6227704796876141,0.6227704836217243,0.5272036946957238,0.6193024373220538,0.5272036870060369,0.5918959588005904,0.5521612413544423,0.56293817955555,0.5923816260644321,0.5841353053674887,0.5615005341869754,0.5114161796029154,0.7219940226286836,0.4725811770912922
cor>,0.3176719898494059,0.3176719917918592,0.2636018473478619,0.36076966666919297,0.26360184350301846,0.504810625699805,0.46489919790765655,0.45517139063497425,0.5288374087433324,0.5091369022803421,0.29287057865379457,0.25962948313291234,0.5050829318012346,0.23651063186790014
cpa<,1.0,1.0,1.0,0.15061225871973538,1.0,0.7160333997493389,0.35873677970379036,0.40958260105385663,1.0,1.0,0.0607394082780177,0.9203150224131134,0.2567957790135238,1.0
cpl<,0.3273275364011849,0.3273275443827053,0.7733954020478653,0.7618395667833333,0.7733954021193591,0.7658017325005485,0.7701433708683864,0.7356038966844529,0.7274800053479417,0.7318994650730472,0.6684282753505103,0.7711329622682987,0.425987688025898,0.7320718738098535
cor<,0.6636637682005924,0.6636637721913526,0.8866977010239324,0.4562259127515344,0.8866977010596795,0.7409175661249436,0.5644400752860884,0.5725932488691547,0.8637400026739707,0.8659497325365235,0.36458384181426406,0.845723992340706,0.34139173351971086,0.8660359369049268
cor_nosign,0.31652852397985964,0.3165285253870504,0.34314792075772904,0.45397542999529517,0.34314792064033595,0.654817352693626,0.7189639000129344,0.696194154875611,0.7568779082861373,0.7375736572487852,0.39743343517934143,0.34494314652101365,0.5609103164962234,0.31780716728349423
cor_sign,0.4906678790249991,0.490667881991606,0.5751497741858973,0.4084977897103637,0.575149772281349,0.6228640959123742,0.5146696365968724,0.5138823197520644,0.6962887057086516,0.6875433174084329,0.32872721023402934,0.5526767377368091,0.4232373326604728,0.5512732843864134
Time,525.6598186492919,524.599552154541,1332.0233090718589,1378.741693496704,25.37636756896973,1586.5776125590007,1881.4924303690593,545.9970855712891,527.6336161295574,529.4703165690105,4667.699788411458,1447.1901861826577,26742.761103312176,15878.866030375162
