,new_0,new_1,new_2,new_3,new_4,new_5
Deletion,0.2455555498600006,0.11555556207895279,0.17624999582767487,0.11555556207895279,0.11555556207895279,0.9488889575004578
Insertion,0.22925925254821777,0.9488889575004578,0.5883796215057373,0.9488889575004578,0.9488889575004578,0.11555556207895279
MuFidelity,0.037557778065755956,0.6273655307140479,0.03212617086634155,0.6319028285073267,0.6246979593854219,-0.6221089038997983
CosSim,0.1572828939648726,0.731783609435462,0.050507780975937236,0.7316521462908351,0.7317746541898631,0.7317746541898631
_CosSim,0.011773506029735216,0.731783609435462,0.050507780975937236,0.7316521462908351,0.7317746541898631,-0.7317746541898631
SSIM,0.9372097849845886,0.9465767741203308,0.0038610268384218216,0.9464787244796753,0.9465798139572144,0.9231740236282349
Conciseness,0.9921264146090525,0.9921264146090525,0.0,0.0,0.9921264146090525,0.9921264146090525
F1,1.0,1.0,0.015562791124196604,0.015562791124196604,1.0,1.0
MAE,0.00787065984956874,0.0052060994640063295,0.5013636547491048,0.0057005209771621036,0.0052044181453167245,0.01054275263657628
IoU,1.0,1.0,0.007873585390946502,0.007873585390946502,1.0,1.0
PR,1.0,1.0,0.007873585390946503,0.007873585390946503,1.0,1.0
RE,1.0,1.0,1.0,1.0,1.0,1.0
EBPG,1.0,1.0,0.005354887340217829,0.7853882908821106,1.0,1.0
RRA,1.0,1.0,0.15901020408163263,1.0,1.0,1.0
soft_PR_abs,1.0,1.0,0.005354887340217829,0.7853882908821106,1.0,1.0
soft_RE_abs,0.5193078184438671,0.3466855799615923,0.3468751264580793,0.3468751264580793,0.3468751264580793,0.3468751264580793
soft_F1_abs,0.6810727352077406,0.5038667458331056,0.010479544602857015,0.47266416259820154,0.5040567469820058,0.5040567469820058
soft_PR_pos,0.5266438722610474,1.0,0.007484614849090576,0.8330861926078796,1.0,0.0125
soft_RE_pos,0.26952895509690766,0.5197630644078143,0.5200554209958873,0.5200554209958873,0.5200554209958873,0.0
soft_F1_pos,0.3423887137252727,0.6550275271714129,0.01456561342061399,0.6165310227924807,0.6552400905735822,0.0
soft_PR_neg,0.4863099157810211,1.0,0.003204949665814638,0.6802592873573303,1.0,0.0
soft_RE_neg,0.2656843204874072,0.24608561896721995,0.24621577748715406,0.24621577748715406,0.24621577748715406,0.0125
soft_F1_neg,0.3146849086283844,0.38219398109691716,0.006286544961710666,0.3382926880434752,0.38235432960283483,0.0
_soft_PR_abs,1.0,1.0,0.005354887340217829,0.7853882908821106,1.0,1.0
_soft_RE_abs,0.5193078517913818,0.34668558835983276,0.3468751311302185,0.3468751311302185,0.3468751311302185,0.3468751311302185
_soft_F1_abs,0.6810727119445801,0.5038667917251587,0.010479544289410114,0.4726641774177551,0.5040566325187683,0.5040566325187683
_soft_PR_pos,0.5266438722610474,1.0,0.007484614849090576,0.8330861926078796,1.0,0.0125
_soft_RE_pos,0.26952895522117615,0.5197631120681763,0.5200554132461548,0.5200554132461548,0.5200554132461548,0.0
_soft_F1_pos,0.34238871932029724,0.6550275683403015,0.014565614052116871,0.6165310144424438,0.6552399396896362,0.0
_soft_PR_neg,0.4863099157810211,1.0,0.003204949665814638,0.6802592873573303,1.0,0.0
_soft_RE_neg,0.2656843066215515,0.24608561396598816,0.24621573090553284,0.24621573090553284,0.24621573090553284,0.0125
_soft_F1_neg,0.3146848678588867,0.38219398260116577,0.006286545190960169,0.3382926881313324,0.3823543190956116,0.0
Atten_C,1.0,1.0,0.005354887340217829,0.7853882908821106,1.0,1.0
Atten_NC,0.0,0.0,0.9946449995040894,0.2146116942167282,0.0,0.0
cpa!=,1.0,1.0,0.00535488814185935,0.7853883126052701,1.0,1.0
cpl!=,0.5193078198488337,0.34668557947995715,0.346875123432434,0.346875123432434,0.346875123432434,0.346875123432434
cor!=,0.7596539099244168,0.6733427897399785,0.17611500578714667,0.5661317180188521,0.673437561716217,0.673437561716217
cpa>,0.3878716139240931,1.0,0.007484616108892455,0.8330863032020085,1.0,0.0125
cpl>,0.2695289561518614,0.5197630652586636,0.5200554188294546,0.5200554188294546,0.5200554188294546,0.0
cor>,0.3287002850379772,0.7598815326293319,0.2637700174691735,0.6765708610157316,0.7600277094147273,0.00625
cpa<,0.3483528064995543,1.0,0.003204949643757555,0.6802593260114966,1.0,0.0
cpl<,0.26568431881141097,0.24608561626076703,0.24621576705906129,0.24621576705906129,0.24621576705906129,0.0125
cor<,0.30701856265548266,0.6230428081303835,0.12471035835140942,0.463237546535279,0.6231078835295307,0.00625
cor_nosign,0.7596539099244168,0.6733427897399785,0.17611500578714667,0.5661317180188521,0.673437561716217,0.673437561716217
cor_sign,0.31785942384672994,0.6914621703798577,0.19424018791029146,0.5699042037755053,0.691567796472129,0.00625
Time,0.07816692193349202,0.05871474742889404,0.09133279323577881,0.09215335051218668,0.006498495737711589,0.01906116803487142
