,new_0,new_1,new_2,new_3,new_4,new_5
Deletion,0.24481482803821564,0.12000000476837158,0.17097219824790955,0.12000000476837158,0.12000000476837158,0.9488889575004578
Insertion,0.21888890862464905,0.9488889575004578,0.5906018614768982,0.9488889575004578,0.9488889575004578,0.12000000476837158
MuFidelity,-0.024841200101515293,0.6172322690569587,0.05371032890113758,0.6183648369679671,0.6196777964794971,-0.6159906590768955
CosSim,0.1661694302075824,0.7364204242699637,0.05076839980097132,0.7363215233852393,0.7364445135496328,0.7364445135496328
_CosSim,0.0034538372028030213,0.7364204242699637,0.05076839980097132,0.7363215233852393,0.7364445135496328,-0.7364445135496328
SSIM,0.9386616945266724,0.9481770396232605,0.003954761195927858,0.9480783343315125,0.9481805562973022,0.9247996211051941
Conciseness,0.9924414866255133,0.9924414866255133,0.0,0.0,0.9924414866255133,0.9924414866255133
F1,1.0,1.0,0.014941300397151327,0.014941300397151327,1.0,1.0
MAE,0.007583373070724621,0.004939478252107656,0.5004607072299087,0.00543396148458957,0.004937742904842024,0.010179283844129168
IoU,1.0,1.0,0.0075585133744855955,0.0075585133744855955,1.0,1.0
PR,1.0,1.0,0.007558513374485596,0.007558513374485596,1.0,1.0
RE,1.0,1.0,1.0,1.0,1.0,1.0
EBPG,1.0,1.0,0.0052615925669670105,0.7825918793678284,1.0,1.0
RRA,1.0,1.0,0.16954095804988664,1.0,1.0,1.0
soft_PR_abs,1.0,1.0,0.0052615925669670105,0.7825918793678284,1.0,1.0
soft_RE_abs,0.5212180485891648,0.358520699333239,0.35873769177256526,0.35873769177256526,0.35873769177256526,0.35873769177256526
soft_F1_abs,0.6828039953170897,0.5156019845026869,0.010300380673672989,0.4825020377110577,0.5158210458347712,0.5158210458347712
soft_PR_pos,0.5300760865211487,1.0,0.007416139356791973,0.8310495615005493,1.0,0.0125
soft_RE_pos,0.26125644896613104,0.5374364624528191,0.5377668307083174,0.5377668307083174,0.5377668307083174,0.0
soft_F1_pos,0.3349918679496101,0.6686014034759387,0.014418475671908609,0.6278925902975961,0.6688475398498748,0.0
soft_PR_neg,0.4751262664794922,1.0,0.003077769186347723,0.6711546778678894,1.0,0.0
soft_RE_neg,0.2671069902071345,0.24969241686543775,0.24983457728818298,0.24983457728818298,0.24983457728818298,0.0125
soft_F1_neg,0.31232992202794146,0.38747949724573283,0.006040949573090568,0.3415077763967109,0.3876586775467321,0.0
_soft_PR_abs,1.0,1.0,0.0052615925669670105,0.7825918793678284,1.0,1.0
_soft_RE_abs,0.5212180018424988,0.3585207164287567,0.35873767733573914,0.35873767733573914,0.35873767733573914,0.35873767733573914
_soft_F1_abs,0.6828039884567261,0.5156019926071167,0.010300380177795887,0.4825019836425781,0.5158209204673767,0.5158209204673767
_soft_PR_pos,0.5300760865211487,1.0,0.007416139356791973,0.8310495615005493,1.0,0.0125
_soft_RE_pos,0.26125645637512207,0.5374364852905273,0.5377668142318726,0.5377668142318726,0.5377668142318726,0.0
_soft_F1_pos,0.3349919021129608,0.668601393699646,0.014418475329875946,0.6278924942016602,0.6688474416732788,0.0
_soft_PR_neg,0.4751262664794922,1.0,0.003077769186347723,0.6711546778678894,1.0,0.0
_soft_RE_neg,0.26710695028305054,0.2496924102306366,0.2498345673084259,0.2498345673084259,0.2498345673084259,0.0125
_soft_F1_neg,0.3123299479484558,0.3874794542789459,0.006040950305759907,0.3415077030658722,0.38765865564346313,0.0
Atten_C,1.0,1.0,0.0052615925669670105,0.7825918793678284,1.0,1.0
Atten_NC,0.0,0.0,0.9947383999824524,0.21740815043449402,0.0,0.0
cpa!=,1.0,1.0,0.005261592519773532,0.7825918253223855,1.0,1.0
cpl!=,0.5212180500813083,0.3585206983051603,0.35873769127673844,0.35873769127673844,0.35873769127673844,0.35873769127673844
cor!=,0.7606090250406542,0.6792603491525802,0.18199964189825596,0.5706647582995619,0.6793688456383691,0.6793688456383691
cpa>,0.3910995411956531,1.0,0.0074161395989473635,0.8310495466300137,1.0,0.0125
cpl>,0.2612564496614166,0.5374364642164522,0.5377668258772884,0.5377668258772884,0.5377668258772884,0.0
cor>,0.3261779954285348,0.768718232108226,0.2725914827381179,0.6844081862536511,0.7688834129386442,0.00625
cpa<,0.34532249482673577,1.0,0.0030777692587060338,0.6711546872275941,1.0,0.0
cpl<,0.2671069904480662,0.24969241530578284,0.249834568395028,0.249834568395028,0.249834568395028,0.0125
cor<,0.30621474263740095,0.6248462076528913,0.12645616882686703,0.460494627811311,0.624917284197514,0.00625
cor_nosign,0.7606090250406542,0.6792603491525802,0.18199964189825596,0.5706647582995619,0.6793688456383691,0.6793688456383691
cor_sign,0.3161963690329679,0.6967822198805587,0.19952382578249245,0.572451407032481,0.696900348568079,0.00625
Time,0.07675468921661377,0.05745410919189453,0.0863879919052124,0.08718093236287434,0.005766749382019043,0.017550388971964516
