,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,Occlusion,Rise,KernelShap,Lime
Deletion,0.19171297550201416,0.19199074804782867,0.1792592704296112,0.13111111521720886,0.1792592704296112,0.13111111521720886,0.13111111521720886,0.13124999403953552,0.13180556893348694,0.1322222203016281,0.1792592704296112,0.13111111521720886,0.1745370328426361,0.15712964534759521
Insertion,0.8257870674133301,0.8260185122489929,0.8764352798461914,0.9377778172492981,0.8771296739578247,0.9488889575004578,0.9141666293144226,0.9275926351547241,0.9185647964477539,0.9274999499320984,0.8752778172492981,0.9374537467956543,0.8655555844306946,0.8787962794303894
MuFidelity,-0.028241137241085956,-0.017837320409119124,0.009367695961356406,0.5467002560370816,0.6758378075812532,0.6076846647535914,0.7397119806451179,0.6004906101592836,0.6518003397433085,0.641210702891353,0.018202918746775747,-0.012607194033653207,-0.0016921468241567366,-0.004140892299220954
CosSim,0.06522063939047802,0.06522063936262057,0.3847384369309347,0.6081930156057676,0.7742425565695921,0.7035113934749533,0.8761157078688117,0.7891209331662958,0.563818385048595,0.5399954862892944,0.22626720200288536,0.06618513457494615,0.20107271133766877,0.1952197224930071
_CosSim,0.06461771042802003,0.06461771040016258,0.3841355079684767,0.6074420825242663,0.7738944553708148,0.7031632922761759,0.8757676066700342,0.7875798426685121,0.5621378225423688,0.536606695428038,0.22566427304042738,0.06618513457494615,0.2004697823752108,0.1946167935305491
SSIM,0.4037616487125001,0.4037616493064659,0.8604338567124354,0.9615533947944641,0.9749646186828613,0.9684773683547974,0.9811640977859497,0.9732624292373657,0.95801842212677,0.9556668400764465,0.8307018407859017,0.0027021397970448404,0.41256680030690696,0.338537744069976
Conciseness,0.5459227109053495,0.5459227109053495,0.9880812757201649,0.9930658436213988,0.9977959962277094,0.994467378257888,0.9972933813443078,0.9867727623456795,0.9868915037722911,0.9864118227023322,0.9653497942386832,0.0,0.07993827160493826,0.0841017232510288
F1,0.05809687239700158,0.05809687239700158,0.4529078223885524,0.532379623849877,0.46818387181743876,0.5500063245301491,0.5479570878487193,0.4729531689827654,0.474585377836506,0.4731116303404562,0.21972388960103179,0.04501783802848499,0.03676838124869841,0.03646478769231675
MAE,0.21406467801488788,0.214064676317182,0.010748178194872775,0.00433104353594589,0.0015626214697162504,0.003273730436214333,0.0011770291357537563,0.0026067851923312216,0.003321283363586771,0.0038044203864763385,0.029349322742197877,0.6037461084219433,0.1693358380855869,0.18532798130149203
IoU,0.030459663046254738,0.030459663046254738,0.3218624915689281,0.38195584858514053,0.3377993794008833,0.4016594519850001,0.40152953813104214,0.31946587254413,0.3212202954051298,0.3197334549224298,0.12766354805133961,0.02330568415637859,0.018873254703115815,0.01871571869488536
